"","artists","track_name","duration_ms","popularity","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo"
"47176","ILLENIUM;Matt Maeson","Heavenly Side",240000,51,0.442,0.748,2,-5.632,1,0.0538,0.0129,0,0.0917,0.191,134.176
"47177","ILLENIUM;RUNN","Free Fall",205970,51,0.429,0.525,2,-4.399,1,0.0382,0.458,6.35e-05,0.124,0.228,133.897
"47178","ILLENIUM;Call Me Karizma","God Damnit (with Call Me Karizma)",215874,51,0.68,0.618,7,-5.469,1,0.0977,0.293,0,0.252,0.366,96.111
"47179","Krewella","Drive Away",240000,51,0.502,0.874,5,-3.742,0,0.203,0.0543,1.27e-06,0.426,0.392,141.776
"47180","Culture Code;Caslow;Nina Sung","Wish You The Best",175448,51,0.639,0.65,8,-9.875,1,0.0312,0.125,4.55e-06,0.114,0.444,145.08
"47181","Moore Kismet","Wasteland",183424,51,0.563,0.836,1,-3.901,0,0.0903,0.108,0,0.243,0.657,141.923
"47182","Black Tiger Sex Machine;Hairitage;Hyro The Hero","Cheatcode",187000,51,0.467,0.934,2,-2.253,1,0.0588,0.00561,0.00186,0.107,0.135,149.967
"47183","SLANDER;Au5;shYbeast;PLYA","Anywhere (feat. shYbeast, PLYA)",287600,51,0.383,0.843,1,-6.438,1,0.0656,0.00672,0,0.176,0.314,149.978
"47184","DJ Noiz;Mikey Mayz","Still The One",139166,51,0.686,0.462,1,-8.278,1,0.0382,0.00603,0,0.117,0.689,143.99
"47185","SLANDER;Jason Ross;JT Roach","Better Than Heaven",203200,51,0.472,0.793,5,-6.112,0,0.065,0.248,0,0.0951,0.181,150.066
"47186","Adventure Club;Prince Fox;Justin Jesso","Come Clean (feat. Justin Jesso)",177777,51,0.63,0.454,0,-8.639,1,0.0333,0.214,0,0.434,0.204,135.037
"47187","Man Cub;JEN","Good Enough",212500,51,0.48,0.713,4,-5.41,1,0.0497,0.00291,0,0.385,0.235,140.08
"47188","ILLENIUM;Quinn XCII","With You",186125,51,0.676,0.697,7,-5.934,1,0.0411,0.0772,4.51e-05,0.326,0.118,89.944
"47189","Virtual Riot","Energy Drink",303777,51,0.817,0.927,7,-4.119,0,0.22,0.0477,0.0563,0.102,0.443,128.029
"47190","SLANDER;Ashley Drake","Halfway Down (with Ashley Drake)",310400,51,0.447,0.575,10,-7.011,0,0.0517,0.0296,2.82e-06,0.105,0.158,149.996
"47191","Varien","Blood Hunter",240044,51,0.61,0.733,0,-8.371,1,0.0413,0.00133,0.787,0.153,0.0905,90.015
"47192","Seven Lions;Wooli;Trivecta;Nevve","Island (feat. Nevve)",278400,51,0.427,0.836,5,-3.323,0,0.0466,0.0456,0.00238,0.369,0.248,150.128
"47193","Kayzo;OST","Liar (with OST)",296250,51,0.49,0.964,3,-0.332,0,0.31,0.0292,0,0.168,0.416,127.886
"47194","Hellberg;Cozi Zuehlsdorff","The Girl",265659,51,0.49,0.72,9,-3.797,0,0.0351,0.0691,0,0.121,0.428,125.993
"47195","DJ Noiz;Young Go","Whole Vibe - Remix",175333,51,0.894,0.468,5,-8.017,1,0.113,0.0583,0,0.0956,0.704,89.908
"47196","Flux Pavilion;Matthew Koma","Emotional",235275,51,0.335,0.865,11,-4.672,0,0.0944,0.0027,0.276,0.107,0.411,149.85
"47197","Koven","Industrial Strain",226896,51,0.398,0.91,6,-3.692,0,0.0911,0.000132,0.168,0.525,0.101,173.933
"47198","Excision;SLANDER;Elle Vee","Your Fault",314818,51,0.426,0.541,2,-4.465,0,0.0543,0.162,0,0.0806,0.203,164.247
"47199","ATLiens","Alchemy",150000,51,0.738,0.867,8,-5.249,0,0.227,0.0109,0.0825,0.213,0.366,160.066
"47200","PhaseOne;Polaris","Icarus",243692,51,0.285,0.985,1,-1.494,0,0.185,0.000122,0,0.0704,0.193,130.011
"47201","Kaivon","I Love You.",246315,51,0.56,0.746,2,-2.566,0,0.0486,0.0112,0.0776,0.0999,0.0387,113.966
"47202","Excision;Sullivan King","Our Fire",259401,51,0.386,0.739,2,-2.367,0,0.0384,0.033,2.23e-06,0.241,0.0666,75.023
"47203","Flux Pavilion;What So Not;The Chain Gang Of 1974","20:25",231616,51,0.72,0.664,4,-7.278,0,0.105,0.00435,0.00252,0.0601,0.268,99.958
"47204","Excision;Sullivan King","Unbound",227167,51,0.429,0.943,1,-1.323,1,0.0669,0.00223,0.00116,0.123,0.154,149.884
"47205","Blunts & Blondes;FUGAZZIFLO","Big Smoke",128000,51,0.721,0.924,3,-2.85,0,0.117,0.0401,9e-04,0.0634,0.4,134.91
"47206","Subtronics","Scream Saver",230400,51,0.644,0.88,10,0.91,0,0.274,0.0225,0.544,0.575,0.415,75.021
"47207","Ritviz","Chandamama",166958,51,0.661,0.374,9,-7.561,1,0.0605,0.0171,0,0.0938,0.349,92.011
"47208","KSHMR;DIVINE;LIT killah;Jeremy Oceans;Karra","Lion Heart (feat. Jeremy Oceans & KARRA)",186947,51,0.699,0.866,11,-3.842,0,0.187,0.0398,1.77e-06,0.0505,0.569,95.063
"47209","R3HAB;HRVY","Be Okay (with HRVY)",141600,51,0.73,0.558,8,-6.535,1,0.0786,0.0179,0,0.128,0.618,100.066
"47210","Dimitri Vegas & Like Mike","He's a Pirate - Hans Zimmer vs Dimitri Vegas & Like Mike / Bonus Track",210973,51,0.631,0.918,2,-4.92,0,0.0374,0.00116,0.387,0.101,0.338,112.489
"47211","Major Lazer;DJ Maphorisa;Nasty C;Ice Prince;Patoranking;Jidenna","Particula",204654,51,0.678,0.735,8,-4.725,1,0.0488,0.0265,2.19e-05,0.235,0.386,100.002
"47212","Unknown Brain;Aviella","Inspiration",182416,51,0.602,0.675,8,-6.415,1,0.0322,0.00477,0.193,0.109,0.404,150.002
"47213","Sickflip;Mismatched;Raitila Rajasthan","Mehmaan",170400,51,0.367,0.518,11,-9.946,1,0.464,0.814,0.071,0.16,0.53,98.24
"47214","Alan Walker;A$AP Rocky;Kameron","Live Fast - PUBGM",225096,51,0.69,0.557,7,-5.443,0,0.0439,0.102,0,0.428,0.2,87.536
"47215","DJ Snake","Propaganda",249600,51,0.653,0.928,1,-3.937,1,0.0885,0.00213,0.601,0.649,0.239,150.025
"47216","BLOOM","Earth Breath",249495,51,0.742,0.535,9,-12.614,1,0.0636,0.617,0.846,0.087,0.651,89.986
"47217","San Holo","IT HURTS!",228125,51,0.483,0.632,2,-5.624,1,0.0351,0.0419,0.000622,0.422,0.363,146.936
"47218","Jean du Voyage","Temple",129297,51,0.69,0.34,6,-12.566,0,0.048,0.289,0.723,0.325,0.0485,130.019
"47219","ARTBAT;Shall Ocin;braev","Origin",460780,51,0.681,0.767,5,-12.296,0,0.0947,0.00245,0.711,0.101,0.0387,126.022
"47220","Kúra","Gógó - Lulu Rouge Remix",339820,51,0.835,0.467,4,-14.643,0,0.0824,0.386,0.579,0.116,0.11,116
"47221","Fukkk Offf;Naeleck;KATFYR","Bang Your Head - Naeleck & KATFYR Remix",180923,51,0.679,0.969,2,-1.79,1,0.0745,0.012,0.72,0.0529,0.212,130.017
"47222","DJ Snake;Lil Jon;Juicy J;2 Chainz;French Montana","Turn Down for What (feat. Juicy J, 2 Chainz & French Montana) - Official Remix",225560,51,0.822,0.76,9,-4.296,1,0.249,0.00652,0,0.0403,0.362,100.006
"47223","Slushii;MADI","So Long (feat. Madi)",178767,51,0.712,0.727,4,-5.22,0,0.0362,0.263,0.000257,0.13,0.492,145.014
"47224","Jody Wisternoff;James Grant","Nightwhisper",217000,51,0.674,0.894,1,-6.386,1,0.0341,0.0013,0.915,0.165,0.141,119.962
"47225","Miss Monique","All I Got",304390,51,0.651,0.93,10,-8.234,0,0.0344,0.034,0.876,0.358,0.0776,122.99
"47226","Hijazi;Noel Kharman","Enta Omry Remix 2022",278546,51,0.708,0.491,11,-8.637,0,0.0369,0.331,0.00412,0.0828,0.232,110.017
"47227","TroyBoi","Bellz",160000,51,0.817,0.732,7,-7.23,0,0.068,0.0254,0.806,0.811,0.963,132.019
"47228","NTO;Monolink","Beyond Control",332146,51,0.669,0.619,8,-9.02,0,0.0376,0.00122,0.817,0.0677,0.432,124.994
"47229","Yellow Claw;Weird Genius;Reikko","Hush",227648,51,0.64,0.674,2,-6.645,1,0.0321,0.158,2.12e-05,0.228,0.39,156.039
"47230","Booka Shade;Eli & Fur;Einmusik","To the Sea - Einmusik Remix",452000,51,0.741,0.853,4,-10.141,0,0.0406,0.00706,0.831,0.0757,0.124,123.998
"47231","DJ Snake;George Maple","Talk",237960,51,0.572,0.802,7,-4.408,1,0.0807,0.0093,0,0.124,0.255,118.082
"47232","Kavinsky;Prudence;Morgan Phalen","Zenith",281106,51,0.403,0.646,0,-8.19,0,0.0372,0.443,0.000557,0.131,0.418,93.981
"47233","Unders","Syria - Original",483000,51,0.717,0.465,3,-13.036,0,0.0405,0.259,0.922,0.145,0.534,104.995
"47234","For Revenge;Danindra DIVIDE","Serana",244153,51,0.489,0.404,2,-12.445,1,0.0332,0.101,6.78e-05,0.255,0.311,129.992
"47235","Promoting Sounds;7ru7h","Save Me",172235,51,0.628,0.613,4,-7.209,0,0.0705,0.0271,0,0.291,0.218,170.075
"47236","RADWIMPS","Nandemonaiya - movie edit.",196906,51,0.395,0.331,11,-8.439,1,0.0307,0.404,0.00046,0.0964,0.296,112.114
"47237","PHARAOH","Без ключа",159928,51,0.85,0.556,6,-7.284,0,0.0385,0.159,2.64e-06,0.0536,0.202,114.998
"47238","Promoting Sounds;PmBata","Down For Real",150680,51,0.653,0.757,9,-7.083,1,0.0489,0.014,5.36e-06,0.138,0.539,90.007
"47239","FACE","Красной помадой",247989,51,0.834,0.517,7,-9.095,1,0.0603,0.77,0,0.0873,0.147,131.934
"47240","kizaru","Block Baby",208731,51,0.71,0.645,4,-6.413,0,0.0396,0.427,0.000222,0.0393,0.479,119.968
"47241","THRILL PILL","Миллионы",128800,51,0.647,0.655,10,-8.031,0,0.148,0.108,2.84e-05,0.393,0.619,150.138
"47242","sadeyes;Lil Xtra","not alone",173557,51,0.661,0.498,0,-7.187,1,0.0369,0.439,0.00147,0.398,0.385,80.019
"47243","kizaru;Pearly Pride","Никто не нужен (feat. Pearly Pride)",202103,51,0.678,0.383,5,-14.101,1,0.131,0.384,1.86e-06,0.152,0.174,127.934
"47244","Автостопом по фазе сна","Таблетки",102000,51,0.721,0.651,7,-8.615,1,0.322,0.673,0,0.092,0.158,133.486
"47245","44phantom","gray!",143320,51,0.785,0.69,0,-6.363,1,0.0561,0.0334,0,0.151,0.644,118.091
"47246","Lil Pump","I'm Back",124656,51,0.898,0.773,10,-5.588,0,0.0423,0.0419,0,0.107,0.6,140.031
"47247","eli.","disappear",225600,51,0.565,0.467,5,-7.741,0,0.0485,0.643,0,0.103,0.116,112.499
"47248","Lund;Lil Skies;Noah Cyrus","Broken (with Lil Skies & Noah Cyrus)",207080,51,0.76,0.538,0,-3.54,1,0.0345,0.163,7.76e-06,0.1,0.138,134.005
"47249","ilyTOMMY;Fatboibari","Somebody Else",161776,51,0.699,0.355,1,-13.659,0,0.244,0.737,4.09e-06,0.245,0.188,92.095
"47250","iamjakehill;Josh A","miss me",153600,51,0.805,0.464,11,-9.159,1,0.0484,0.226,0,0.104,0.69,150.008
"47251","Midix;Chuyko;Lirin","Твоё имя",138181,51,0.781,0.605,4,-3.485,1,0.0321,0.00344,0.000283,0.264,0.662,98.962
"47252","Papon;Harrlin","Kyon - Lofi Flip",97822,51,0.582,0.419,2,-11.27,1,0.0358,0.403,0.129,0.133,0.183,99.169
"47253","Nusrat Fateh Ali Khan","Tumhe Dil Lagi Bhool Jani Padegi",983431,51,0.514,0.642,4,-11.835,1,0.246,0.17,0,0.262,0.81,78.657
"47254","Nusrat Fateh Ali Khan","Afreen Afreen",348986,51,0.808,0.402,11,-16.804,0,0.392,0.731,0.153,0.197,0.633,100.012
"47255","Divya Kumar","Jee Karda - Rock Version",239285,51,0.61,0.834,11,-6.918,0,0.0685,0.413,0,0.255,0.681,139.994
"47256","Vidhi Sharma","Ram Stuti - Shri Ram Chandra Kripalu Bhajman",384235,51,0.687,0.819,8,-3.356,1,0.0231,0.441,5.2e-06,0.11,0.501,99.989
"47257","Aamir Khan;6n","Surma",235128,51,0.665,0.854,0,-4.916,1,0.104,0.731,0,0.155,0.48,72.457
"47258","Prateek Kuhad","Pause",171149,51,0.619,0.277,11,-11.771,1,0.0322,0.892,0.0542,0.116,0.435,111.576
"47259","Prateek Kuhad","Kadam",214603,51,0.55,0.356,9,-14.142,1,0.0405,0.637,0.187,0.32,0.343,159.911
"47260","Nusrat Fateh Ali Khan;Afternight Vibes","Hai Kahan Ka Irada",325829,51,0.431,0.748,9,-6.434,1,0.0846,0.117,2.69e-05,0.154,0.457,88.457
"47261","Raghu Dixit","Just Maath Maathali",156368,51,0.688,0.492,5,-8.459,1,0.0256,0.492,0.000227,0.147,0.638,107.918
"47262","Kailash Kher;Paresh Kamath;Naresh Kamath","Piya Ghar Aavenge",342026,51,0.516,0.28,4,-11.833,0,0.0275,0.76,0.00582,0.0616,0.175,111.381
"47263","Salim–Sulaiman;Sunidhi Chauhan","Halkat Jawani",238426,51,0.709,0.812,6,-2.497,0,0.119,0.108,2.11e-06,0.465,0.908,131.984
"47264","Runa Laila;Bhupinder Singh","Do Deewane Shaher Mein",263099,51,0.393,0.69,10,-5.316,1,0.0382,0.866,4.27e-06,0.147,0.673,83.825
"47265","Kailash Kher","Ya Rabba (From ""Salaam-E-Ishq"")",418880,51,0.648,0.414,2,-10.933,1,0.0314,0.26,1.72e-05,0.0748,0.583,143.971
"47266","MAR ABERTO","Telegrama",236162,51,0.826,0.226,9,-14.557,1,0.128,0.423,0,0.0889,0.487,92.434
"47267","LULLANAS","Queen of Disaster",221413,51,0.579,0.418,11,-10.856,0,0.0309,0.841,0.000363,0.113,0.202,122.988
"47268","Calcinha Preta;Gusttavo Lima","Agora Estou Sofrendo",258968,51,0.612,0.654,9,-3.79,0,0.0299,0.613,0,0.446,0.386,124.881
"47269","Biu do Piseiro","Tremidinha - Ao Vivo",138857,51,0.736,0.978,4,-2.674,1,0.0409,0.345,0,0.616,0.971,140.071
"47270","Marcynho Sensação;Mari Fernandez","Parada Louca (feat. Mari Fernandez)",187742,51,0.5,0.833,7,-6.44,1,0.106,0.23,0,0.145,0.697,166.087
"47271","Dorgival Dantas","Coração - Ao Vivo",237813,51,0.533,0.931,9,-3.817,1,0.146,0.591,2.81e-05,0.725,0.711,170.392
"47272","Pablo","Fala a Verdade para Ele",218160,51,0.702,0.52,6,-6.219,0,0.0324,0.28,0,0.433,0.664,132.003
"47273","Limão Com Mel;NATTAN","Vivendo de Solidão",241633,51,0.541,0.947,0,-3.659,1,0.0836,0.248,0,0.366,0.492,89.989
"47274","Os Barões Da Pisadinha;Wesley Safadão","Beijo do Vampiro - Ao Vivo",149202,51,0.666,0.968,4,-2.076,1,0.059,0.446,0,0.0625,0.96,164.007
"47275","Pablo","Agora",216386,51,0.691,0.669,0,-6.131,1,0.0325,0.339,0,0.663,0.752,131.892
"47276","Pablo","Como É Que Cancela",190162,51,0.649,0.666,11,-4.871,0,0.0706,0.404,0,0.302,0.783,131.812
"47277","Banda Magníficos","Verdadeiro Amor - Ao Vivo",181306,51,0.507,0.832,5,-7.707,1,0.0467,0.0149,7e-06,0.429,0.553,105.923
"47278","Forrozão Tropykalia","Planeta de Cores",224493,51,0.649,0.866,2,-3.687,0,0.0486,0.622,0,0.408,0.737,92.037
"47279","Calcinha Preta","Manchete dos Jornais",239516,51,0.565,0.827,7,-4.911,1,0.0764,0.212,0,0.3,0.69,159.816
"47280","Feder","Lordly - Instrumental Mix",273470,51,0.748,0.596,10,-8.222,0,0.0397,0.0111,0.833,0.0506,0.472,115.006
"47281","Indila","Love Story - Version Orchestrale",297973,51,0.574,0.291,10,-11.337,0,0.0297,0.758,0,0.143,0.289,96.073
"47282","Dr. Peacock;Billx","It's Called XTC",243600,51,0.628,0.988,3,-3.971,0,0.101,0.0779,0.169,0.286,0.396,99.978
"47283","Najoua Belyzel","Au féminin",180946,51,0.404,0.408,0,-8.851,0,0.0279,0.233,0,0.0984,0.367,178.138
"47284","Lucenzo;Don Omar","Danza Kuduro",196099,51,0.539,0.927,0,-5.588,1,0.179,0.0518,0,0.0683,0.689,130.019
"47285","Lucenzo;Don Omar;Big Ali;Luigi Ramirez","Danza Kuduro 2019 - Luigi Ramirez Mix",200769,51,0.605,0.747,0,-7.217,1,0.196,0.00784,0,0.126,0.325,129.97
"47286","Luca","Above the Clouds",148000,51,0.506,0.516,8,-11.827,1,0.0539,0.401,0.702,0.254,0.0624,119.883
"47287","M83;Eric Prydz","Midnight City - Eric Prydz Private Remix",361740,51,0.541,0.854,11,-7.54,0,0.0599,0.00145,0.695,0.129,0.351,125.021
"47288","Alex Baker","Awaken",205555,51,0.533,0.408,5,-15.16,1,0.047,0.814,0.71,0.133,0.103,107.991
"47289","Lonely Night;Ari;Ellou","Speechless",157000,51,0.695,0.566,8,-9.106,0,0.0323,0.271,0.000303,0.289,0.665,120.037
"47290","Lilly Wood and The Prick","Prayer In C",190132,51,0.693,0.141,9,-14.368,0,0.0366,0.541,0.000873,0.113,0.091,94
"47291","M83","We Own the Sky",302746,51,0.403,0.747,9,-6.334,1,0.0323,0.000118,0.0433,0.101,0.237,140.056
"47292","Pyramid","Cole’s Memories - Original Mix",351213,51,0.573,0.522,8,-11.369,1,0.0388,0.00452,0.792,0.0932,0.0517,125.987
"47293","Angara","Drive",255737,51,0.598,0.59,10,-11.465,0,0.103,0.0141,0.788,0.112,0.0639,122.046
"47294","Mazoulew;Handbook;Dokkodo Sounds","Kin - Dokkodo Sounds Remix",175140,51,0.622,0.513,11,-10.352,1,0.0308,0.707,0.855,0.11,0.0777,90.003
"47295","Vulgo FK;Pedro Lotto;Wall Hein","Dior",134634,51,0.511,0.633,6,-6.433,0,0.0649,0.0955,0,0.128,0.377,81.564
"47296","DJ BOY;MC Joãozinho VT;Mc Kako;MC Vine7;MC Cebezinho;MC GP","Nos Beat do Dj Boy",352000,51,0.841,0.529,1,-1.524,0,0.153,0.337,0,0.0658,0.87,90.088
"47297","PK Delas;Mc Paiva ZS;D-Hit","Naipe de Vagabundo",138824,51,0.624,0.442,5,-12.449,0,0.436,0.243,0,0.148,0.532,87.048
"47298","Mc IG","Quem Acordou, Acordou",152470,51,0.841,0.424,6,-7.413,1,0.317,0.127,0,0.125,0.834,113.472
"47299","MC Cabelinho;Pedro Lotto","POOL PARTY",151578,51,0.725,0.689,10,-7.24,0,0.0398,0.151,0,0.0771,0.847,133.03
"47300","MC Neguinho do Kaxeta","Inevitável / Cheiro Bom",262549,51,0.831,0.596,4,-6.617,0,0.251,0.636,0,0.347,0.648,130.038
"47301","MC Hariel","Bica Na Canela",242823,51,0.712,0.719,4,-2.993,1,0.393,0.324,0,0.0395,0.469,127.868
"47302","MC Hariel;Lauana Prado","Profecia - Ao Vivo",207465,51,0.583,0.542,4,-5.525,0,0.186,0.679,0,0.671,0.509,110.157
"47303","Mc Kako;MC Joãozinho VT;MC Leozinho ZS;MC Neguinho do Kaxeta;Mc Kadu;DJ JR No Beat","Nóis é o Funk",393829,51,0.581,0.623,8,-1.203,0,0.0632,0.167,0,0.098,0.312,93.852
"47304","Mc Kevin","Vida de Artista",181394,51,0.776,0.554,6,-7.109,1,0.347,0.195,0,0.103,0.709,90.058
"47305","Mc Souza;MC MENOR MT","Ela Faz Horrores Com a Xrc Dela X Cala a Boca",140999,51,0.653,0.353,2,-1.042,1,0.295,0.0468,0,0.0574,0.843,82.279
"47306","MC Hariel","Espancando Recalque",241670,51,0.765,0.489,6,-8.782,1,0.708,0.43,0,0.172,0.792,170.155
"47307","Tasha & Tracie;Mu540;Febem;ONNiKA","Lui Lui",281223,51,0.938,0.552,10,-6.778,0,0.289,0.447,0,0.274,0.66,119.984
"47308","Gloria Groove;Sorriso Maroto","TUA INDECISÃO",230907,51,0.571,0.692,1,-6.82,1,0.0371,0.6,0,0.214,0.724,141.917
"47309","Atitude 67","Casal Do Ano (Plutão) - Ao Vivo",207853,51,0.704,0.865,4,-5.494,1,0.0678,0.489,0,0.863,0.817,146.067
"47310","Tz da Coronel;Vinta;CalliCartel","É o Trem! É o Trem!",147990,51,0.587,0.869,0,-5.451,1,0.517,0.406,0,0.0666,0.716,129.941
"47311","Simone & Simaria","Quando O Mel É Bom - Ao Vivo",234093,51,0.547,0.8,11,-3.036,1,0.26,0.482,0,0.311,0.607,175.695
"47312","The Spencer Lee Band","The Wolf",174653,51,0.777,0.912,9,-4.746,1,0.186,0.0932,0,0.143,0.659,100.941
"47313","Summer Salt","Fire Flower",250800,51,0.612,0.511,3,-11.852,0,0.0283,0.384,0.121,0.42,0.333,101.998
"47314","Arctic Monkeys","Batphone",271613,51,0.675,0.681,5,-5.728,0,0.0356,0.312,0,0.304,0.675,106.521
"47315","Arctic Monkeys","She Looks Like Fun",182560,51,0.514,0.773,0,-3.754,1,0.0388,0.00944,0.00326,0.387,0.445,103.943
"47316","Arctic Monkeys","Golden Trunks",173626,51,0.492,0.564,2,-5.811,1,0.0278,0.129,1.73e-05,0.131,0.0896,92.544
"47317","Beach Fossils","Agony",205335,51,0.566,0.332,11,-10.153,1,0.0247,0.683,0.00953,0.129,0.0783,101.97
"47318","Dan Auerbach","Run That Race",164293,51,0.527,0.956,11,-3.581,0,0.0777,0.0217,0.000836,0.154,0.816,137.063
"47319","TJR","What's Up Suckaz",255000,51,0.761,0.939,4,-2.714,0,0.0463,0.000797,0.724,0.317,0.218,127.998
"47320","SadGirl","Little Queenie",170251,51,0.572,0.236,8,-12.164,1,0.0431,0.908,0.00492,0.108,0.313,134.731
"47321","Crumb","Recently Played",120454,51,0.57,0.334,5,-11.046,0,0.031,0.695,0.226,0.226,0.124,112.015
"47322","Arctic Monkeys","505 - Live",275733,51,0.343,0.724,0,-9.384,1,0.0753,0.0133,3.89e-05,0.325,0.186,139.451
"47323","Arctic Monkeys","Catapult",206944,51,0.483,0.937,9,-7.832,0,0.0759,0.000212,0,0.295,0.673,150.998
"47324","Arctic Monkeys","All My Own Stunts",232280,51,0.511,0.943,2,-4.934,1,0.0537,0.00135,0.0181,0.187,0.531,127.283
"47325","Jaded Juice Riders","Ready To Go",141741,51,0.432,0.88,11,-7.388,1,0.0503,0.000221,0.462,0.362,0.655,178.032
"47326","The Symposium","Poison",182778,51,0.283,0.603,5,-11.205,1,0.0475,0.00694,0.266,0.113,0.476,174.541
"47327","Arctic Monkeys","Crying Lightning - Live",240706,51,0.329,0.867,9,-7.588,0,0.116,0.0167,0,0.442,0.324,104.671
"47328","No Vacation","Mind Fields",272625,51,0.443,0.706,0,-6.754,1,0.0302,0.0804,0.937,0.106,0.252,128.331
"47329","Hans Zimmer","Tick-Tock",498852,51,0.261,0.231,9,-15.826,0,0.0388,0.271,0.9,0.239,0.0396,119.89
"47330","Ramin Djawadi","The Last of the Starks",292490,51,0.174,0.314,0,-14.642,0,0.0395,0.309,0.845,0.0977,0.0375,120.113
"47331","Hans Zimmer","Organ Variation",291805,51,0.179,0.00256,5,-31.258,1,0.0421,0.933,0.861,0.0826,0.0334,66.138
"47332","Hans Zimmer","A Place Among the Stars",207117,51,0.171,0.0325,4,-25.382,0,0.043,0.97,0.87,0.0756,0.0284,70.821
"47333","Shamrain","Raindrops",270293,51,0.466,0.61,4,-5.011,0,0.0296,0.00468,0.0195,0.16,0.193,105.996
"47334","Nightwish","Sleeping Sun",245000,51,0.333,0.572,2,-6.455,0,0.0302,0.00885,0,0.102,0.0707,110.402
"47335","Epica","The Skeleton Key",306346,51,0.486,0.75,0,-8.237,0,0.0544,0.0141,0.00139,0.104,0.229,141.966
"47336","Within Temptation","Iron",341000,51,0.293,0.962,11,-2.981,0,0.121,3.42e-05,1.62e-05,0.367,0.27,198.121
"47337","Within Temptation","The Purge",256466,51,0.487,0.905,5,-3.901,0,0.0739,7.14e-05,0.000432,0.0964,0.496,93.909
"47338","Elysion","Made of Lies",199066,51,0.44,0.858,4,-4.38,0,0.0456,0.0297,7.71e-05,0.243,0.225,147.901
"47339","Amaranthe","Crystalline",200466,51,0.49,0.497,11,-8.826,0,0.028,0.0644,0,0.104,0.281,109.93
"47340","Within Temptation","In the Middle of the Night",311626,51,0.502,0.892,8,-4.014,1,0.0309,0.000197,0.000345,0.384,0.346,100.038
"47341","Lamb of God","September Song",360419,51,0.288,0.978,7,-5.018,1,0.106,0.000368,0.351,0.0441,0.143,111.583
"47342","Pascal Letoublon;Suprafive","Friendships - Suprafive Remix",247536,51,0.722,0.699,11,-8.113,0,0.0363,0.00978,0.819,0.0984,0.279,119.996
"47343","Lamb of God","Denial Mechanism",157878,51,0.329,0.988,9,-4.539,1,0.228,6.95e-05,0.914,0.236,0.16,197.852
"47344","HØNEST","Your Heart Beating",192588,51,0.778,0.622,5,-10.485,0,0.0489,0.0243,0.00158,0.363,0.534,123.984
"47345","Rogér Fakhr","Had to Come Back Wet",196000,51,0.745,0.756,5,-7.541,1,0.0427,0.394,0.000587,0.0574,0.961,115.27
"47346","Shift K3Y;Tinashe","Love Line (with Tinashe)",165094,51,0.726,0.897,0,-3.534,1,0.0353,0.0257,0.0187,0.126,0.715,120.494
"47347","Sonny Fodera;KOLIDESCOPES;Sinéad Harnett","Nah (feat. Sinead Harnett)",169779,51,0.725,0.836,0,-5.562,0,0.0422,0.059,2.4e-06,0.117,0.589,123.06
"47348","Solardo;Eli Brown","XTC",156630,51,0.703,0.93,3,-6.5,0,0.0665,0.00754,0.00304,0.219,0.587,128.006
"47349","Emily Nash","Garden",215645,51,0.664,0.874,4,-5.918,0,0.0378,0.00999,0.256,0.189,0.729,127.971
"47350","Pantera","10's",289893,51,0.357,0.812,4,-6.522,1,0.0445,0.000598,0.0175,0.125,0.108,110.788
"47351","Chris Lake;Cloonee;Alexis Roberts","Turn Off The Lights - Cloonee Remix",198754,51,0.902,0.41,11,-6.981,0,0.14,0.0555,0.0417,0.123,0.204,127.989
"47352","Linkin Park","VICTIMIZED",106360,51,0.557,0.99,2,-3.902,1,0.194,0.0818,3.14e-05,0.373,0.128,95.055
"47353","Stone Temple Pilots","Fare Thee Well",261880,51,0.431,0.371,7,-8.709,1,0.0272,0.547,0.0154,0.0921,0.196,66.853
"47354","Breaking Benjamin;Lacey Sturm","Dear Agony - Aurora Version",255661,51,0.604,0.839,0,-2.871,0,0.0271,0.000138,2.56e-06,0.13,0.214,124.982
"47355","Nirvana","Endless, Nameless",403293,51,0.271,0.959,7,-5.866,1,0.125,0.000256,0.854,0.0858,0.0642,131.846
"47356","Daughtry","Gone Too Soon",216120,51,0.515,0.593,3,-6.885,1,0.0253,0.178,1.63e-05,0.155,0.265,95.967
